,State,RegionName,2009q2,2008q2,ratio,univ
9196,Arizona,Corona de Tucson,200433.33333333334,225466.66666666666,1.1248960585398302,False
9197,North Dakota,Lincoln,,,,False
9198,Wisconsin,Newark,165833.33333333334,177500.0,1.0703517587939697,False
9199,Tennessee,Lyles,91433.33333333333,89966.66666666667,0.9839591687932921,False
9200,North Carolina,Woodleaf,130633.33333333333,139266.66666666666,1.0660882878285276,False
9201,Wisconsin,Union,,,,False
9202,California,The Sea Ranch,743266.6666666666,758700.0,1.0207641940981254,False
9203,Ohio,Pleasantville,116100.0,126266.66666666667,1.087568188343382,False
9204,Pennsylvania,Girardville,,,,False
9205,New Hampshire,Danbury,156266.66666666666,181800.0,1.1633959044368603,False
9206,Pennsylvania,Rankin,42466.666666666664,41800.0,0.9843014128728415,False
9207,Texas,Mount Enterprise,,,,False
9208,Washington,Grapeview,,,,False
9209,Washington,Quilcene,227100.0,234433.33333333334,1.032291207984735,False
9210,Pennsylvania,Newport,81600.0,83000.0,1.017156862745098,False
9211,South Carolina,Sullivans Island,1360766.6666666667,1340300.0,0.9849594591284324,False
9212,Pennsylvania,Industry,102300.0,115233.33333333333,1.1264255457803845,False
9213,New York,Cochecton,170366.66666666666,169300.0,0.9937389943259637,False
9214,Delaware,Bellefonte,191766.66666666666,215533.33333333334,1.1239353380844779,False
9215,Wisconsin,Eagle Lake,161833.33333333334,187166.66666666666,1.15653964984552,False
9216,Illinois,Alorton,50166.666666666664,50966.666666666664,1.0159468438538206,False
9217,New York,Olcott,90466.66666666667,83933.33333333333,0.9277818717759763,False
9218,Wisconsin,Valders,,,,False
9219,Pennsylvania,Elverson,267233.3333333333,267333.3333333333,1.0003742048147686,False
9220,Louisiana,Plaucheville,78900.0,68500.0,0.8681875792141952,False
9221,Indiana,Leo-Cedarville,154900.0,164433.33333333334,1.06154508284915,False
9222,Indiana,Westpoint,149833.33333333334,134700.0,0.8989988876529477,False
9223,Indiana,Roann,89300.0,87766.66666666667,0.9828294139604331,False
9224,Pennsylvania,Glenburn,189733.33333333334,196733.33333333334,1.0368938861560084,False
9225,Indiana,Winslow,62700.0,64100.0,1.022328548644338,False
9226,Florida,Lakeside Green,126400.0,164700.0,1.303006329113924,False
9227,North Carolina,East Flat Rock,134166.66666666666,136100.0,1.0144099378881988,False
9228,Maryland,West Friendship,669100.0,750433.3333333334,1.1215563194340656,False
9229,Maryland,Myersville,307400.0,354333.3333333333,1.1526783777922358,False
9230,Tennessee,Bean Station,89833.33333333333,88633.33333333333,0.9866419294990724,False
9231,California,Arnold,292933.3333333333,348133.3333333333,1.1884387801547565,False
9232,North Carolina,Staley,112933.33333333333,110600.0,0.9793388429752067,False
9233,Alabama,Ralph,154366.66666666666,157566.66666666666,1.0207298639602678,False
9234,New Jersey,Essex Fells,892533.3333333334,982966.6666666666,1.1013220794741558,False
9235,New York,Eatons Neck,714166.6666666666,775066.6666666666,1.0852742123687282,False
9236,Oregon,Stanfield,109066.66666666667,100566.66666666667,0.9220660146699267,False
9237,Vermont,Sharon,224433.33333333334,,,False
9238,Delaware,Kent Acres,185400.0,204833.33333333334,1.1048184106436534,False
9239,North Carolina,Crouse,97200.0,105333.33333333333,1.083676268861454,False
9240,Indiana,Cicero,157833.33333333334,177700.0,1.125871172122492,False
9241,Illinois,Bonfield,156433.33333333334,146566.66666666666,0.9369273385893884,False
9242,Pennsylvania,New Stanton,124666.66666666667,124800.0,1.0010695187165775,False
9243,Mississippi,Farmington,93100.0,68133.33333333333,0.731829573934837,False
9244,New York,Town of Lansing,152233.33333333334,155866.66666666666,1.0238668710313115,False
9245,California,Hidden Hills,2498666.6666666665,2629466.6666666665,1.0523479188900746,False
9246,Ohio,Fairview Lanes,97433.33333333333,108400.0,1.1125555935682518,False
9247,Vermont,White River Junction,186933.33333333334,171066.66666666666,0.9151212553495006,False
9248,California,Occidental,,,,False
9249,Pennsylvania,North Charleroi,54000.0,58633.333333333336,1.0858024691358026,False
9250,Florida,Belleair Bluffs,158766.66666666666,196100.0,1.2351459164392191,False
9251,Georgia,Dexter,121800.0,116900.0,0.9597701149425287,False
9252,Ohio,Hamersville,91466.66666666667,98633.33333333333,1.0783527696793003,False
9253,Vermont,Irasburg,,,,False
9254,Georgia,Murrayville,170200.0,191933.33333333334,1.127692910301606,False
9255,California,Wrightwood,241033.33333333334,294433.3333333333,1.2215461208684828,False
9256,Ohio,Bratenahl,187900.0,212933.33333333334,1.1332268937378038,False
9257,Tennessee,Crab Orchard,67133.33333333333,64200.0,0.9563058589870904,False
9258,Maryland,North Beach,264066.6666666667,292533.3333333333,1.1078010603382982,False
9259,Vermont,Mt Holly,216800.0,,,False
9260,Ohio,Farmdale,92400.0,102533.33333333333,1.1096681096681096,False
9261,Indiana,Colfax,69100.0,77533.33333333333,1.1220453449107572,False
9262,Oregon,Wolf Creek,151833.33333333334,177900.0,1.1716794731064764,False
9263,Alabama,Elmore,,,,False
9264,Illinois,Yates City,,,,False
9265,North Carolina,Terrell,,,,False
9266,Ohio,North Kingsville,112466.66666666667,118600.0,1.054534676941316,False
9267,New York,Thurman,157866.66666666666,147866.66666666666,0.9366554054054054,False
9268,New York,Point Lookout,753833.3333333334,792833.3333333334,1.051735573734247,False
9269,Pennsylvania,Mayfield,104333.33333333333,95600.0,0.9162939297124602,False
9270,Pennsylvania,Boalsburg,230533.33333333334,229600.0,0.9959514170040485,False
9271,Indiana,Mulberry,84100.0,85566.66666666667,1.017439556084027,False
9272,Indiana,Milltown,72200.0,75533.33333333333,1.046168051708218,False
9273,Texas,Goodrich,,,,False
9274,Vermont,Ferrisburgh,296233.3333333333,243500.0,0.8219871722741083,False
9275,New York,Laurel Hollow,1542133.3333333333,1687833.3333333333,1.0944795089054125,False
9276,Iowa,Underwood,168633.33333333334,179200.0,1.062660604862621,False
9277,New Jersey,Logan Township,191933.33333333334,201133.33333333334,1.0479333101771449,False
9278,Florida,Taft,110033.33333333333,155400.0,1.4122993032414421,False
9279,California,Lagunitas,625800.0,685533.3333333334,1.0954511558538405,False
9280,Tennessee,Parrottsville,82400.0,77600.0,0.941747572815534,False
9281,Pennsylvania,Tower City,61200.0,57933.333333333336,0.9466230936819172,False
9282,Arizona,Mayer,131866.66666666666,156933.33333333334,1.1900910010111225,False
9283,Missouri,Hawk Point,,,,False
9284,Tennessee,Cornersville,97866.66666666667,93066.66666666667,0.9509536784741145,False
9285,Alabama,Chancellor,,,,False
9286,Illinois,Port Barrington,262966.6666666667,294866.6666666667,1.1213081505894282,False
9287,Virginia,Keswick,502333.3333333333,521700.0,1.0385534173855342,False
9288,Missouri,Warson Woods,330666.6666666667,352466.6666666667,1.0659274193548387,False
9289,Missouri,Calverton Park,73566.66666666667,84500.0,1.1486180335296783,False
9290,Florida,Holmes Beach,,,,False
9291,North Carolina,Maple Hill,136800.0,137100.0,1.0021929824561404,False
9292,Iowa,Treynor,153366.66666666666,163700.0,1.0673766572484242,False
9293,Texas,Holland,,,,False
9294,Pennsylvania,Palo Alto,56333.333333333336,57733.333333333336,1.0248520710059172,False
9295,Hawaii,Naalehu,202633.33333333334,220566.66666666666,1.088501398256292,False
9296,Tennessee,Atwood,58900.0,70500.0,1.1969439728353142,False
9297,Wisconsin,Holcombe,,,,False
9298,New York,Florida,250733.33333333334,275733.3333333333,1.0997075245945227,False
9299,Texas,Joshua,125033.33333333333,129500.0,1.035723806984804,False
9300,South Carolina,Smyrna,,,,False
9301,Tennessee,Calhoun,125000.0,111200.0,0.8896,False
9302,Tennessee,Alexandria,88566.66666666667,93900.0,1.060218291305984,False
9303,Indiana,Orland,102633.33333333333,108866.66666666667,1.060734004546931,False
9304,Tennessee,Bradyville,118000.0,138366.66666666666,1.172598870056497,False
9305,Michigan,Clayton,94800.0,118633.33333333333,1.2514064697609002,False
9306,New York,South Fallsburg,130166.66666666667,139633.33333333334,1.0727272727272728,False
9307,New York,Summit,117500.0,112833.33333333333,0.9602836879432624,False
9308,New York,Sanford,129333.33333333333,131366.66666666666,1.015721649484536,False
9309,New York,South Blooming Grove,274066.6666666667,300933.3333333333,1.0980296764777424,False
9310,Alabama,Grant,113500.0,113133.33333333333,0.9967694566813509,False
9311,Indiana,Battle Ground,142366.66666666666,126333.33333333333,0.8873800046827441,False
9312,Tennessee,Kelso,,,,False
9313,Florida,Whitfield,175033.33333333334,196466.66666666666,1.1224528661207387,False
9314,Pennsylvania,Valley View,96366.66666666667,91333.33333333333,0.947768938083708,False
9315,Pennsylvania,Sandy Lake Township,105200.0,119700.0,1.1378326996197718,False
9316,Indiana,Greenville,151500.0,160066.66666666666,1.0565456545654566,False
9317,Washington,Outlook,121600.0,128033.33333333333,1.052905701754386,False
9318,New York,Hastings,87000.0,93100.0,1.0701149425287357,False
9319,Kentucky,Anchorage,500200.0,502966.6666666667,1.0055311208849793,False
9320,Tennessee,Piperton,,,,False
9321,North Carolina,Ranlo,99533.33333333333,106900.0,1.0740120562625586,False
9322,North Carolina,Bunn,104466.66666666667,102300.0,0.9792597319719208,False
9323,Michigan,Bingham Farms,263433.3333333333,322433.3333333333,1.2239655826901177,False
9324,Minnesota,Mapleton,122500.0,129233.33333333333,1.0549659863945577,False
9325,New York,Wilmington,158000.0,139333.33333333334,0.8818565400843883,False
9326,Indiana,Milton,69633.33333333333,75533.33333333333,1.0847295356629967,False
9327,California,Forest Ranch,272466.6666666667,284466.6666666667,1.0440420846586738,False
9328,Minnesota,Tonka Bay,578266.6666666666,616600.0,1.066290062255015,False
9329,Michigan,Cement City,114633.33333333333,120966.66666666667,1.0552486187845305,False
9330,Missouri,Country Club Hills,57600.0,68800.0,1.1944444444444444,False
9331,Illinois,Annawan,99300.0,92966.66666666667,0.9362202081235315,False
9332,Massachusetts,Newbury,416433.3333333333,422066.6666666667,1.0135275754422477,False
9333,New Jersey,Avalon,,,,False
9334,Vermont,Lincoln,252633.33333333334,,,False
9335,Florida,Indian Shores,280000.0,328833.3333333333,1.1744047619047617,False
9336,Florida,Summerland Key,463366.6666666667,561700.0,1.2122149485648515,False
9337,Pennsylvania,West Fairview,108700.0,111966.66666666667,1.0300521312480835,False
9338,South Carolina,Seabrook Island,506566.6666666667,515600.0,1.0178324669342633,False
9339,Georgia,Tallapoosa,70633.33333333333,91633.33333333333,1.297310051911279,False
9340,Florida,Belleair Beach,383300.0,457300.0,1.1930602661100966,False
9341,Indiana,Medaryville,65366.666666666664,79000.0,1.2085670576236613,False
9342,Indiana,West Baden Springs,72766.66666666667,72566.66666666667,0.9972514887769125,False
9343,Colorado,Florence,105733.33333333333,112866.66666666667,1.0674653215636822,False
9344,California,West Point,201033.33333333334,235833.33333333334,1.1731056209583817,False
9345,Indiana,Grandview,78400.0,76366.66666666667,0.9740646258503401,False
9346,Tennessee,White Pine,85733.33333333333,88266.66666666667,1.0295489891135305,False
9347,Pennsylvania,Houston,99800.0,101533.33333333333,1.0173680694722778,False
9348,Florida,Mascotte,99633.33333333333,138733.33333333334,1.392438942790231,False
9349,California,Mission Canyon,1054300.0,1176700.0,1.1160959878592431,False
9350,Delaware,Rodney Village,138166.66666666666,148200.0,1.0726176115802173,False
9351,New Hampshire,Freedom,202700.0,238600.0,1.1771090281203749,False
9352,Louisiana,Galliano,,,,False
9353,Indiana,Unionville,167833.33333333334,159366.66666666666,0.949553128103277,False
9354,Virginia,Jeffersonton,348033.3333333333,363600.0,1.044727516521406,False
9355,Mississippi,Shannon,93566.66666666667,74766.66666666667,0.7990737442109014,False
9356,Michigan,Bloomingdale,76466.66666666667,94766.66666666667,1.2393199651264166,False
9357,New Hampshire,Lempster,164600.0,163200.0,0.991494532199271,False
9358,Vermont,Franklin,169400.0,154900.0,0.9144037780401417,False
9359,Montana,Huson,350200.0,271166.6666666667,0.7743194365124692,False
9360,Tennessee,Bath Springs,,,,False
9361,Virginia,Penhook,344300.0,359966.6666666667,1.0455029528511957,False
9362,Wisconsin,Rubicon,207333.33333333334,228300.0,1.1011254019292605,False
9363,Ohio,Drexel,,,,False
9364,Maryland,Port Republic,352900.0,386833.3333333333,1.0961556626050817,False
9365,New York,Scottsville,105366.66666666667,107666.66666666667,1.0218285352736476,False
9366,Indiana,Ogden Dunes,320633.3333333333,393166.6666666667,1.2262189416779292,False
9367,Washington,Woodway,1035866.6666666666,1195166.6666666667,1.1537842708199255,False
9368,New York,Caroga,145566.66666666666,167066.66666666666,1.1476986489580947,False
9369,Pennsylvania,Dennison Township,116666.66666666667,122400.0,1.0491428571428572,False
9370,Ohio,Minerva Park,147066.66666666666,154166.66666666666,1.048277425203989,False
9371,Pennsylvania,Pleasant Gap,142066.66666666666,146933.33333333334,1.0342562177381514,False
9372,California,Running Springs,224433.33333333334,239233.33333333334,1.0659438586068617,False
9373,New Hampshire,Temple,246166.66666666666,265833.3333333333,1.079891672308734,False
9374,New York,Angola on the Lake,,,,False
9375,North Carolina,Danbury,121500.0,127733.33333333333,1.0513031550068588,False
9376,Colorado,Whitewater,293733.3333333333,302666.6666666667,1.0304130730821608,False
9377,New Jersey,Sea Isle City,606533.3333333334,661800.0,1.0911189272367552,False
9378,Pennsylvania,Clarks Green,186533.33333333334,198066.66666666666,1.0618298784846318,False
9379,Indiana,Bryant,75766.66666666667,,,False
9380,New Jersey,Mullica Hill,233833.33333333334,249900.0,1.0687099073414112,False
9381,Ohio,Jacobsburg,70133.33333333333,73800.0,1.0522813688212929,False
9382,Maryland,Chevy Chase Terrace,943866.6666666666,1005433.3333333334,1.0652281395677357,False
9383,Virginia,Milford,150533.33333333334,186233.33333333334,1.237156775907883,False
9384,Wisconsin,Nashotah,305400.0,308033.3333333333,1.0086225714909407,False
9385,Illinois,Delavan,88966.66666666667,89900.0,1.0104908205320344,False
9386,Minnesota,Spring Park,243800.0,238033.33333333334,0.9763467322942303,False
9387,Pennsylvania,East Hanover,175300.0,187900.0,1.0718767826583,False
9388,Illinois,Stillman Valley,,,,False
9389,Massachusetts,Three Rivers,152833.33333333334,172866.66666666666,1.1310796074154852,False
9390,Texas,Liberty City,132700.0,,,False
9391,Arizona,Dewey-Humboldt,267066.6666666667,265233.3333333333,0.9931352970544183,False
9392,North Carolina,Cedar Point,340433.3333333333,354400.0,1.0410261431508863,False
9393,Tennessee,Cunningham,,,,False
9394,Pennsylvania,Heidelberg,91900.0,89866.66666666667,0.9778745012694959,False
9395,Minnesota,Sabin,152166.66666666666,145566.66666666666,0.9566265060240964,False
9396,North Carolina,Zionville,181666.66666666666,181900.0,1.0012844036697248,False
9397,Pennsylvania,Weissport East,139866.66666666666,145300.0,1.0388465204957102,False
9398,Georgia,Euharlee,107366.66666666667,124133.33333333333,1.156162682396771,False
9399,Wisconsin,Lake Delton,,,,False
9400,Missouri,Velda Village,67400.0,78300.0,1.1617210682492582,False
9401,Pennsylvania,Frazer Township,107900.0,103300.0,0.9573679332715477,False
9402,Massachusetts,Royalston,201866.66666666666,210200.0,1.0412813738441216,False
9403,Kansas,Andale,169766.66666666666,157466.66666666666,0.9275476143726684,False
9404,Michigan,Manitou Beach,142933.33333333334,159100.0,1.113106343283582,False
9405,Indiana,Mooreland,92666.66666666667,88966.66666666667,0.9600719424460432,False
9406,Indiana,Redkey,49400.0,62333.333333333336,1.261808367071525,False
9407,Oklahoma,Shattuck,38233.333333333336,38766.666666666664,1.0139494333042718,False
9408,California,Ferndale,357200.0,389966.6666666667,1.091731989548339,False
9409,Ohio,Waynesfield,82666.66666666667,88933.33333333333,1.0758064516129031,False
9410,Michigan,Elsie,105233.33333333333,103133.33333333333,0.9800443458980045,False
9411,New Hampshire,Jackson,233166.66666666666,283333.3333333333,1.2151536812008576,False
9412,New York,Morrisonville,116900.0,116766.66666666667,0.9988594240091246,False
9413,West Virginia,Upper Falls,85700.0,81466.66666666667,0.9506028782574875,False
9414,Colorado,Eaton,170366.66666666666,176500.0,1.0360007826257094,False
9415,Connecticut,Chaplin,197066.66666666666,219366.66666666666,1.1131596752368065,False
9416,Illinois,Thomasboro,89066.66666666667,91200.0,1.0239520958083832,False
9417,Ohio,Fletcher,99866.66666666667,104366.66666666667,1.045060080106809,False
9418,Tennessee,Darden,85266.66666666667,76433.33333333333,0.8964034401876465,False
9419,Nebraska,Crawford,65566.66666666667,60333.333333333336,0.9201830198271479,False
9420,Michigan,Palmyra,82000.0,100733.33333333333,1.2284552845528454,False
9421,Indiana,Fillmore,117433.33333333333,103800.0,0.8839057621345444,False
9422,Maryland,Forest Heights,200800.0,256100.0,1.275398406374502,False
9423,Maryland,Fairplay,239733.33333333334,266266.6666666667,1.110678531701891,False
9424,Michigan,Freeport,117200.0,133133.33333333334,1.1359499431171787,False
9425,Vermont,Bridport,286366.6666666667,,,False
9426,Tennessee,Oakfield,91233.33333333333,97100.0,1.0643039824625502,False
9427,Illinois,Brimfield,162366.66666666666,160633.33333333334,0.9893245740094437,False
9428,Virginia,Catlett,261933.33333333334,293166.6666666667,1.1192415372868414,False
9429,Washington,Grand Coulee,80066.66666666667,84400.0,1.054121565362198,False
9430,Vermont,Fayston,314166.6666666667,288300.0,0.9176657824933686,False
9431,Illinois,Marquette Heights,95133.33333333333,98133.33333333333,1.0315346881569727,False
9432,North Carolina,Atlantic Beach,311800.0,370833.3333333333,1.1893307675860594,False
9433,New York,Fulton,110100.0,104233.33333333333,0.9467151074780502,False
9434,Colorado,Columbine Valley,,,,False
9435,North Carolina,Glen Raven,107933.33333333333,115333.33333333333,1.0685608400247066,False
9436,Texas,Heath,361500.0,386400.0,1.0688796680497925,False
9437,Florida,Chiefland,72033.33333333333,90800.0,1.260527533549283,False
9438,Virginia,Esmont,153033.33333333334,166200.0,1.0860379002395992,False
9439,Tennessee,Jasper,104166.66666666667,101066.66666666667,0.97024,False
9440,Pennsylvania,Mount Wolf,122166.66666666667,125900.0,1.0305593451568895,False
9441,Pennsylvania,Penn Township,207600.0,210366.66666666666,1.0133269107257545,False
9442,New Hampshire,Holderness,327700.0,355166.6666666667,1.083816498830231,False
9443,Illinois,Gardner,136866.66666666666,134700.0,0.9841695080370191,False
9444,Illinois,Volo,192633.33333333334,215166.66666666666,1.1169752552344696,False
9445,Pennsylvania,East Petersburg,162566.66666666666,168600.0,1.0371129792905476,False
9446,Vermont,Tunbridge,,,,False
9447,Missouri,Winfield,128233.33333333333,142800.0,1.1135950090979985,False
9448,Texas,Louise,,,,False
9449,Maryland,Friendship Village,294800.0,330033.3333333333,1.1195160560832202,False
9450,Kentucky,Graymoor-Devondale,180900.0,184533.33333333334,1.0200847613782937,False
9451,New York,Hewlett Harbor,1228733.3333333333,1358500.0,1.105610113395909,False
9452,New York,Seneca Knolls,86933.33333333333,82200.0,0.9455521472392638,False
9453,New York,Town of Deruyter,105766.66666666667,109700.0,1.0371887803340687,False
9454,Michigan,Maybee,125200.0,136366.66666666666,1.0891906283280084,False
9455,Colorado,Coal Creek,264233.3333333333,259600.0,0.982464993061688,False
9456,Pennsylvania,Lincoln,68266.66666666667,68233.33333333333,0.9995117187499999,False
9457,Pennsylvania,Porter Township,66900.0,69600.0,1.0403587443946187,False
9458,Wisconsin,Oakfield,132366.66666666666,131100.0,0.9904306220095694,False
9459,Washington,Carson,227666.66666666666,241533.33333333334,1.0609077598828698,False
9460,Pennsylvania,Pocono Pines,251966.66666666666,250666.66666666666,0.9948405873792829,False
9461,Wisconsin,Saint Cloud,137333.33333333334,147766.66666666666,1.0759708737864075,False
9462,South Carolina,Cleveland,136200.0,124166.66666666667,0.9116495349975526,False
9463,Illinois,Gifford,109033.33333333333,98066.66666666667,0.8994191378783247,False
9464,Wisconsin,Wind Point,276433.3333333333,283666.6666666667,1.026166646569396,False
9465,New Hampshire,Grafton,152100.0,171533.33333333334,1.1277668200745123,False
9466,New York,Rockland,145366.66666666666,167533.33333333334,1.1524879614767256,False
9467,Massachusetts,New Salem,204266.66666666666,233866.66666666666,1.1449086161879896,False
9468,New York,Atlantic Beach,874766.6666666666,926300.0,1.0589109476812866,False
9469,California,Squaw Valley,227800.0,264566.6666666667,1.1613988879133743,False
9470,Wisconsin,Mount Horeb,194066.66666666666,195666.66666666666,1.0082445894881484,False
9471,Oklahoma,Lindsay,48266.666666666664,41866.666666666664,0.8674033149171271,False
9472,Texas,Poolville,136200.0,126866.66666666667,0.9314733235438082,False
9473,New Hampshire,Stoddard,206433.33333333334,223800.0,1.0841272404327467,False
9474,North Carolina,Climax,125600.0,131466.66666666666,1.0467091295116773,False
9475,Arizona,Kirkland,197366.66666666666,184200.0,0.9332882958959635,False
9476,Connecticut,South Coventry,239833.33333333334,254800.0,1.062404447533009,False
9477,Wisconsin,Rushford,109233.33333333333,112100.0,1.0262435154104363,False
9478,Illinois,Atkinson,,,,False
9479,New Jersey,Brass Castle,277600.0,286633.3333333333,1.0325408261287223,False
9480,North Carolina,Moncure,197733.33333333334,210833.33333333334,1.0662508428860418,False
9481,Massachusetts,Blandford,222700.0,217433.33333333334,0.9763508456817842,False
9482,Ohio,Mineral City,83533.33333333333,86933.33333333333,1.0407023144453311,False
9483,California,Keyes,109233.33333333333,192233.33333333334,1.7598413182789139,False
9484,Wisconsin,Conover,,,,False
9485,Texas,Howe,84366.66666666667,89166.66666666667,1.0568945080995653,False
9486,California,Auberry,331366.6666666667,336766.6666666667,1.0162961472688865,False
9487,Alabama,Pinson,111600.0,117766.66666666667,1.055256869772999,False
9488,Massachusetts,Goshen,220633.33333333334,215433.33333333334,0.976431485118598,False
9489,Tennessee,Grandview,,,,False
9490,Colorado,Pierce,127866.66666666667,122733.33333333333,0.95985401459854,False
9491,Michigan,Deerfield,99700.0,117033.33333333333,1.1738548980274155,False
9492,Vermont,Ryegate,,,,False
9493,Georgia,Brooks,247033.33333333334,240366.66666666666,0.9730130886520038,False
9494,North Carolina,Hemby Bridge,136733.33333333334,141600.0,1.0355923939541687,False
9495,Washington,Peshastin,,,,False
9496,Wisconsin,North Prairie,215900.0,232200.0,1.0754979157017137,False
9497,Ohio,Kitts Hill,81466.66666666667,78700.0,0.966039279869067,False
9498,Pennsylvania,Durham,,,,False
9499,Florida,Manattee Road,122200.0,147433.33333333334,1.2064920894708129,False
9500,Oregon,Drain,142766.66666666666,134766.66666666666,0.943964510856876,False
9501,Minnesota,Good Thunder,143600.0,152466.66666666666,1.0617455896007428,False
9502,Kentucky,Crestview Hills,194133.33333333334,196066.66666666666,1.009958791208791,False
9503,New Hampshire,Pittsburg,119466.66666666667,157133.33333333334,1.3152901785714286,False
9504,Illinois,Cantrall,157200.0,162900.0,1.036259541984733,False
9505,Indiana,Oxford,73633.33333333333,89633.33333333333,1.2172928927116342,False
9506,Louisiana,Elm Grove,138300.0,133600.0,0.9660159074475777,False
9507,Missouri,Lone Jack,175100.0,,,False
9508,Ohio,Brookfield Center,95066.66666666667,119100.0,1.2528050490883589,False
9509,New York,Wallkill,206100.0,252300.0,1.2241630276564774,False
9510,Wisconsin,Powers Lake,200200.0,200733.33333333334,1.0026640026640028,False
9511,Pennsylvania,Belle Vernon,54700.0,66600.0,1.2175502742230346,False
9512,Utah,Pine Valley,311566.6666666667,251266.66666666666,0.8064619664063335,False
9513,Oregon,Glendale,119600.0,126500.0,1.0576923076923077,False
9514,New York,Head of the Harbor,962466.6666666666,1117900.0,1.1614947703816583,False
9515,Texas,Wilmer,60333.333333333336,64700.0,1.0723756906077349,False
9516,Pennsylvania,Temple,115866.66666666667,125633.33333333333,1.0842922899884924,False
9517,Virginia,Stephenson,247600.0,268266.6666666667,1.083467959073775,False
9518,New York,Wayne,196333.33333333334,202366.66666666666,1.030730050933786,False
9519,Mississippi,Smithville,100233.33333333333,64666.666666666664,0.6451612903225806,False
9520,Maryland,Mc Henry,282300.0,352466.6666666667,1.2485535482347385,False
9521,Indiana,Center Point,81133.33333333333,79566.66666666667,0.9806902218570256,False
9522,Tennessee,Carthage,100200.0,101666.66666666667,1.0146373918829008,False
9523,Maryland,Dickerson,392000.0,385466.6666666667,0.9833333333333334,False
9524,Indiana,French Lick,78133.33333333333,73266.66666666667,0.9377133105802049,False
9525,South Carolina,Hickory Grove,,,,False
9526,Kentucky,Fincastle,133533.33333333334,136533.33333333334,1.0224663005491763,False
9527,New Hampshire,Washington,190533.33333333334,212266.66666666666,1.1140657802659202,False
9528,New York,Rouses Point,121066.66666666667,117766.66666666667,0.9727422907488987,False
9529,Missouri,Millersville,,,,False
9530,Oregon,Mount Hood Parkdale,367800.0,365833.3333333333,0.994652891063984,False
9531,Florida,Roseland,195700.0,208166.66666666666,1.063702946687106,False
9532,Pennsylvania,Elizabethville,90533.33333333333,91933.33333333333,1.0154639175257731,False
9533,Illinois,Lebanon,120700.0,124066.66666666667,1.027892847279757,True
9534,Missouri,Winchester,142566.66666666666,149400.0,1.0479307926116437,False
9535,Florida,Ridgecrest,106100.0,129600.0,1.2214891611687089,False
9536,Maryland,Royal Oak,743466.6666666666,771933.3333333334,1.0382890961262554,False
9537,Florida,North Redington Beach,411300.0,461833.3333333333,1.1228624685955102,False
9538,Pennsylvania,White Haven,102100.0,104100.0,1.019588638589618,False
9539,Wisconsin,Scott,158633.33333333334,162866.66666666666,1.0266862786299642,False
9540,Pennsylvania,South Newton,163433.33333333334,166200.0,1.0169284111768304,False
9541,Pennsylvania,Hopwood,93800.0,100600.0,1.072494669509595,False
9542,South Carolina,Wellford,64966.666666666664,66366.66666666667,1.0215495125705492,False
9543,Georgia,Crawford,152300.0,159166.66666666666,1.0450864521777194,False
9544,New York,Town of Sandy Creek,92100.0,83233.33333333333,0.9037278320665942,False
9545,California,Palos Verdes Peninsula,1180266.6666666667,1345766.6666666667,1.1402225485765929,False
9546,Wisconsin,Dousman,206500.0,226433.33333333334,1.0965294592413237,False
9547,Tennessee,Lavinia,58433.333333333336,67166.66666666667,1.1494580718767826,False
9548,Iowa,Crescent,161866.66666666666,160766.66666666666,0.9932042833607908,False
9549,Pennsylvania,Gap,241900.0,252033.33333333334,1.0418905883974094,False
9550,Texas,Alvarado,80966.66666666667,82400.0,1.017702758336764,False
9551,Missouri,Herculaneum,143133.33333333334,136800.0,0.9557522123893805,False
9552,Indiana,Williamsburg,84500.0,88500.0,1.047337278106509,False
9553,Ohio,Clinton,114766.66666666667,117133.33333333333,1.0206215509729886,False
9554,Indiana,Santa Claus,149033.33333333334,152566.66666666666,1.0237083426526503,False
9555,New York,Noyack,694400.0,779566.6666666666,1.1226478494623655,False
9556,Pennsylvania,Cass Township,60933.333333333336,62933.333333333336,1.0328227571115973,False
9557,Alabama,Coden,113566.66666666667,114500.0,1.008218373936014,False
9558,New Jersey,Bass River Township,236166.66666666666,248966.66666666666,1.0541990119971771,False
9559,Tennessee,Summertown,,,,False
9560,Alabama,Logan,,,,False
9561,New Hampshire,Greenfield,221400.0,230666.66666666666,1.0418548629930744,False
9562,Georgia,Meansville,112633.33333333333,117733.33333333333,1.0452796685409884,False
9563,New York,Trumansburg,169900.0,175900.0,1.035314891112419,False
9564,Alaska,Seward,,,,False
9565,Kansas,Mount Hope,124400.0,102533.33333333333,0.8242229367631296,False
9566,Vermont,Shaftsbury,260633.33333333334,,,False
9567,Connecticut,Woodmont,321166.6666666667,371166.6666666667,1.1556824078879087,False
9568,Kentucky,Coldstream,139733.33333333334,140366.66666666666,1.0045324427480915,False
9569,Minnesota,Waconia,214533.33333333334,235366.66666666666,1.0971100062150403,False
9570,North Carolina,Midland,145400.0,146266.66666666666,1.0059605685465383,False
9571,Texas,Aledo,155666.66666666666,157866.66666666666,1.014132762312634,False
9572,Michigan,Burlington,96766.66666666667,100466.66666666667,1.0382363072683432,False
9573,Wisconsin,Eldorado,146300.0,154100.0,1.053315105946685,False
9574,West Virginia,Chesapeake,65700.0,59966.666666666664,0.9127346524606799,False
9575,West Virginia,Belle,75066.66666666667,66333.33333333333,0.883658969804618,False
